"Comment";"FlowWords";"Flow";"cellComment";"DiscNumber";"Area";"Mean";"StdDev";"Mode";"Min";"Max";"X";"Y";"XM";"YM";"Perim.";"BX";"BY";"Width";"Height";"Major";"Minor";"Angle";"Circularity";"Feret";"IntDen";"Median";"Skew";"Kurt";"%Area";"RawIntDen";"Slice";"FeretX";"FeretY";"FeretAngle";"MinFeret";"Aspect.Ratio";"Roundness";"Solidity"
;;2;"change";6;1348.08835;114.40651;50.31561;255;11;255;276.21159;109.72103;275.92828;110.50248;147.16443;261.11294;80.48643;31.50825;55.21743;56.06957;30.61267;93.80176;0.78221;56.44805;154230.0852;108;0.82002;0.6868;100;1584759;1;266.72827;80.48643;104.72745;31.21094;1.83158;0.54598;0.95173
;;2;"change";7;985.5682;114.62783;47.18047;255;12;255;276.96213;168.00378;277.48095;169.4647;171.59203;263.60864;133.83208;26.20488;73.93521;76.40694;16.42344;101.31143;0.42063;78.23554;112973.5406;112;0.50695;0.41633;100;1160836;1;264.23257;133.83208;109.08519;16.97288;4.65231;0.21495;0.91317
;;2;"change";8;2388.25354;98.96842;43.55375;101;8;255;255.54735;50.43038;254.90759;51.0361;224.21493;235.84395;0.62393;44.92266;91.71709;81.96041;37.10107;107.51179;0.59698;94.97054;236361.6768;96;0.66977;0.77041;100;2428685;1;238.02769;0.62393;105.04053;38.97469;2.20911;0.45267;0.92388
;;2;"change";9;925.22927;68.89019;84.18514;255;0;255;161.60214;268.61677;160.98712;267.03612;118.32962;146.3106;247.38657;31.19629;41.80303;45.13291;26.10154;120.20781;0.83037;46.87755;63739.21699;28;1.40859;0.38576;99.81067;654939;3;151.61396;247.38657;116.90609;26.39395;1.72913;0.57833;0.97844
;;2;"change";10;2564.79355;44.97541;56.39886;255;0;255;226.71386;247.86115;227.9694;245.45062;223.47145;200.28018;199.34429;55.84136;84.54194;87.04342;37.51687;118.87758;0.64538;95.59003;115352.646;24;2.40254;5.38023;99.84063;1185282;3;205.58354;199.34429;117.8195;42.37465;2.32011;0.43101;0.94742
;;2;"change";11;2115.56053;79.38449;84.67393;255;0;255;245.02461;226.36945;239.87955;221.98592;253.44843;192.79307;186.24185;91.40513;72.68735;100.78693;26.72584;136.7877;0.41386;116.78334;167942.6896;39;1.22196;-0.03126;99.89419;1725660;3;192.79307;186.24185;141.50751;28.54705;3.77114;0.26517;0.92605
;;2;"change";12;1839.16933;66.35062;77.40346;255;0;255;143.8418;291.62201;144.40359;290.44595;181.33164;117.92197;265.79238;55.21743;47.73032;63.00966;37.16419;144.10763;0.70289;65.62279;122030.0238;30;1.50577;0.89988;99.84654;1253894;3;120.41768;266.41631;138.27598;37.95968;1.69544;0.58982;0.97591
;;2;"change";13;1039.77591;80.33237;85.60218;255;0;255;100.78425;133.4414;101.92729;133.34847;130.57146;79.23857;115.73823;43.36284;36.81162;50.53791;26.19585;144.31982;0.7664;52.67002;83527.65907;36;1.08003;-0.34118;99.87832;858271;0;79.8625;116.36216;141.9762;26.85887;1.92923;0.51834;0.96942
;;2;"change";13;1039.77591;80.33237;85.60218;255;0;255;100.78425;133.4414;101.92729;133.34847;130.57146;79.23857;115.73823;43.36284;36.81162;50.53791;26.19585;144.31982;0.7664;52.67002;83527.65907;36;1.08003;-0.34118;99.87832;858271;0;79.8625;116.36216;141.9762;26.85887;1.92923;0.51834;0.96942
;;2;"change";14;1315.09658;62.12321;74.71685;255;0;255;136.12902;178.1181;137.28195;178.58306;172.96507;117.61001;143.81489;36.81162;68.9438;70.85952;23.63032;108.05095;0.5524;71.27857;81698.02718;30;1.72191;1.62875;99.77059;839471;0;136.32778;143.81489;104.70527;24.64628;2.99867;0.33348;0.90994
;;2;"change";15;760.5624;63.02393;77.09708;255;0;255;199.26479;154.2098;201.36019;153.24519;120.68051;180.62651;133.83208;34.31592;40.55518;47.1614;20.53328;123.48799;0.65625;51.73884;47933.63049;28;1.63418;1.2632;99.82086;492532;0;180.62651;133.83208;131.08843;22.05889;2.29683;0.43538;0.94021
;;2;"change";16;950.43537;65.3847;71.28325;255;0;255;260.51687;163.08807;261.1582;163.67347;158.7811;243.33105;129.77656;30.2604;59.27295;48.43141;24.98651;94.0478;0.47373;59.86843;62143.93369;34;1.51807;1.19958;99.83617;638547;0;265.16846;129.77656;98.08788;29.04174;1.9383;0.51592;0.88089
;;2;"change";17;741.48752;80.17561;82.99301;255;0;255;260.7942;192.39927;260.51067;191.97861;131.92528;243.33105;168.77192;40.24321;37.43555;44.09741;21.40922;151.43955;0.53537;54.52215;59449.21681;41;1.15887;-0.10848;99.86875;610858;0;243.64302;168.77192;137.08678;27.74369;2.05974;0.4855;0.82417
;;2;"change";18;1095.15147;51.29965;64.83114;255;0;255;291.36393;160.44264;290.16963;151.38558;214.43816;277.33501;122.28945;28.07666;84.22998;73.51726;18.96684;99.27386;0.29928;84.37774;56180.89087;24;2.00443;3.10861;99.77784;577275;0;288.25371;122.28945;93.39134;22.1946;3.87609;0.25799;0.85917
;;2;"change";19;874.23315;58.118;74.38354;255;0;255;303.60464;139.45799;304.60449;139.84186;130.58038;290.43745;111.68271;26.20488;54.90547;55.34556;20.11197;107.93277;0.64429;57.52396;50808.6829;25;1.74619;1.72804;99.77736;522074;0;291.6853;111.68271;107.35402;21.04853;2.75187;0.36339;0.96784
;;2;"change";20;1026.6376;63.63437;74.29011;255;0;255;198.11345;250.4015;198.76142;251.25874;158.32201;182.81025;219.93384;29.94844;65.82417;68.9671;18.95332;107.1704;0.51469;71.562;65329.4396;31;1.63484;1.37007;99.89572;671279;0;183.74614;219.93384;113.1002;20.35336;3.63879;0.27482;0.93177
;;2;"change";21;1086.10063;77.08387;87.77308;255;0;255;187.6837;198.92431;188.35563;200.45866;151.31633;169.39585;171.57959;36.1877;53.96958;52.60607;26.2872;115.15031;0.59609;55.61171;83720.84095;33;1.20656;-0.16516;99.84767;860256;0;177.81885;171.57959;103.95829;29.90355;2.0012;0.4997;0.92072
;;2;"change";22;1423.41468;75.78894;85.69607;255;0;255;126.14085;111.98354;125.80082;109.7609;204.89242;115.73823;57.71313;24.33311;93.58887;87.67374;20.6715;97.54828;0.42608;94.02512;107879.0863;34;1.2597;0.00631;99.87009;1108489;0;116.0502;57.71313;95.52144;23.20184;4.24129;0.23578;0.93433
;;2;"change";1;1051.64905;92.9119;83.29219;255;7;255;154.8146;191.72493;155.13037;191.21961;196.49722;145.37471;140.07134;19.02974;92.02905;83.32455;16.06971;86.85244;0.34227;92.24031;97710.71243;50;1.00741;-0.56111;100;1004006;1;147.87041;232.10039;86.12148;16.92364;5.18519;0.19286;0.90643
;;2;"change";2;1514.11771;79.90757;73.33278;255;10;255;160.3772;117.12416;160.34639;119.3286;236.64529;149.74219;62.70454;20.90151;113.55449;96.674;19.9416;93.99709;0.33976;114.0202;120989.4693;44;1.34246;0.44488;100;1243202;1;155.04556;62.70454;95.18024;20.24643;4.84785;0.20628;0.93816
;;2;"change";3;1332.32237;70.01629;63.28225;255;8;255;202.07493;112.36391;202.20827;113.90113;239.10349;193.72896;60.83276;18.09385;114.49038;109.46079;15.49747;89.6899;0.29285;114.49718;93284.26843;43;1.72884;2.00493;100;958523;1;200.9041;60.83276;90.62445;17.65839;7.06314;0.14158;0.92406
;;2;"change";4;1252.90856;95.40578;77.48701;255;5;255;232.44943;132.76563;231.96909;137.84407;186.06676;219.62187;87.34961;22.14937;87.03765;80.38634;19.84482;86.34261;0.45477;87.04659;119534.7173;63;0.97436;-0.42165;100;1228254;1;233.34824;174.38726;89.17861;21.92119;4.05075;0.24687;0.94208
;;2;"change";5;1229.25959;81.8719;69.06289;255;8;255;115.9694;92.46237;115.39578;92.95598;172.29563;100.76401;55.84136;30.57236;74.24717;67.89059;23.05389;75.25771;0.52036;75.99867;100641.8217;51;1.33863;0.63031;100;1034124;1;102.63579;130.08853;77.67527;24.77172;2.94487;0.33957;0.90988
;;2;"change";6;759.97848;74.12959;69.95671;255;8;255;121.49936;149.82746;120.5271;156.03972;214.71599;106.69131;115.73823;23.70918;85.16587;73.74237;13.12183;93.48057;0.20715;85.22299;56336.89619;45;1.59248;1.27732;100;578878;1;119.79375;115.73823;92.09781;21.48127;5.61982;0.17794;0.62733
;;2;"change";7;1047.95086;101.37806;83.33246;255;7;255;83.70447;146.72503;83.57154;145.85341;177.59936;63.0165;109.49897;38.37144;70.81558;71.79869;18.5838;62.69472;0.41751;80.24787;106239.2301;63;0.81534;-0.8538;100;1091639;1;63.0165;180.31455;61.94062;20.804;3.86351;0.25883;0.87342
;;2;"change";8;983.2325;81.4366;79.23214;255;7;255;233.95069;228.79307;233.02906;227.47739;156.88147;221.80562;188.73755;22.14937;71.12754;60.99496;20.52449;81.97611;0.50202;71.37408;80071.11461;42;1.19757;-0.02846;100;822754;1;234.90806;259.86509;85.23636;21.72534;2.97181;0.33649;0.92417
;;2;"change";1;805.32999;46.29801;64.34345;8;0;255;106.06993;184.51259;106.43573;183.10861;124.12778;84.22998;166.90015;38.37144;40.86714;44.93114;22.8211;141.10325;0.65682;49.93843;37285.1729;19;2.09969;3.42695;99.63746;383116;1;92.65298;166.90015;125.07999;23.00208;1.96884;0.50791;0.94334
;;2;"change";2;859.24574;55.23615;68.44396;255;0;255;135.98605;178.21976;135.81307;180.24513;148.70933;116.67412;150.36611;41.1791;53.03369;59.96706;18.24378;131.97029;0.48826;66.95293;47461.42975;27;1.82423;2.29775;99.51297;487680;1;116.67412;150.36611;127.61742;22.2797;3.28699;0.30423;0.86874
;;2;"change";3;1223.03106;55.69141;68.56459;255;0;255;188.86223;198.73296;191.39553;203.20578;214.25889;165.96426;156.91733;52.72173;87.97354;93.59155;16.63838;122.37367;0.33479;101.92597;68112.32916;27;1.81813;2.2608;99.53052;699874;1;165.96426;156.91733;120.33218;18.74586;5.62504;0.17778;0.90144
;;2;"change";4;887.46879;39.82674;53.07698;7;0;255;71.46531;155.82752;72.76905;156.68915;142.99422;48.35425;137.26367;41.80303;47.73032;50.03121;22.58511;133.68901;0.54541;60.08668;35344.98453;20;2.58062;6.52337;99.64908;363180;1;48.66621;137.26367;127.40536;23.62113;2.21523;0.45142;0.88988
;;2;"change";5;1018.75461;74.99054;83.47379;255;0;255;143.88052;166.89216;140.69902;163.70125;185.86634;112.93057;139.75938;53.96958;66.76006;75.51658;17.17661;126.28717;0.37058;80.74296;76396.96075;35;1.23282;0.05166;99.38861;785001;1;112.93057;142.56704;127.62258;23.73198;4.39648;0.22745;0.70883
;;2;"change";6;587.91523;66.98725;65.51432;255;0;255;200.47251;142.36024;199.93831;143.05696;97.53752;180.62651;131.9603;35.87573;21.8374;36.22236;20.6656;163.46687;0.77657;39.08884;39382.8264;40;1.29632;0.86415;99.88413;404670;1;180.93848;135.70386;155.48036;21.8374;1.75279;0.57052;0.9779
;;2;"change";7;1054.666;255;0;255;255;255;187.37264;118.96381;187.37264;118.96381;131.29173;169.70781;100.14009;40.24321;35.25181;43.28467;31.02351;156.00712;0.76886;50.52836;268939.8297;255;"NaN";"NaN";100;2763435;1;169.70781;100.14009;140.51148;34.66279;1.39522;0.71673;0.94862
;;2;"change";8;1255.92551;255;0;255;255;255;108.74288;240.93878;108.74288;240.93878;155.10579;84.85391;216.81421;43.6748;52.40977;56.93342;28.08709;131.37362;0.65602;65.88845;320261.0041;255;"NaN";"NaN";100;3290775;1;85.47783;216.81421;127.30395;32.3186;2.02703;0.49333;0.92549
;;2;"change";9;1896.88059;255;0;255;255;255;232.3403;244.68137;232.3403;244.68137;297.4398;187.17773;179.69062;75.80698;118.23394;113.22381;21.33106;120.79656;0.26943;140.11337;483704.5511;255;"NaN";"NaN";100;4970205;1;187.17773;179.69062;122.45162;28.76332;5.30793;0.1884;0.7803
;;2;"change";10;1043.66874;255;0;255;255;255;98.70213;149.892;98.70213;149.892;139.45079;74.55913;127.90479;42.42695;45.85854;51.14807;25.98026;126.42826;0.67442;52.68572;266135.5295;255;"NaN";"NaN";100;2734620;1;81.73428;133.52012;130.19651;29.36674;1.96873;0.50794;0.88064
;;2;"change";11;3127.79464;255;0;255;255;255;53.92393;73.924;53.92393;73.924;281.3933;23.08525;14.66226;67.69595;113.24253;120.2408;33.12047;116.82184;0.49639;126.82318;797587.6336;255;"NaN";"NaN";100;8195445;1;32.44414;14.97422;117.06929;37.74699;3.63041;0.27545;0.9212
;;3;"Disc 1";1;2250.93589;12.22033;24.55467;5;1;201;120.09898;110.33833;118.96364;111.07436;211.40091;89.84535;82.35824;62.39261;56.77727;66.76926;42.92366;140.2855;0.63294;82.15593;27507.17817;5;3.74251;13.78669;100;282644;2;91.40517;83.91806;137.77022;49.07808;1.55554;0.64287;0.85432
;;3;"Disc 1";2;1243.08029;23.30455;45.38085;6;2;255;143.7808;157.03111;144.84318;159.44041;158.8168;122.28951;133.83214;39.30734;59.8969;55.62513;28.45367;111.52021;0.61932;65.50407;28969.42521;7;2.69544;6.25914;100;297669;2;122.28951;133.83214;113.87937;28.05071;1.95494;0.51153;0.93644
;;3;"Disc 1";3;1350.42529;26.42772;54.55311;6;2;255;169.97181;186.37219;169.0326;178.2981;161.35154;149.11833;155.98152;49.91409;52.72175;46.89464;36.66549;119.8876;0.65183;56.49891;35688.65716;7;2.80797;6.83881;100;366711;2;160.349;157.22937;133.21009;38.20299;1.27899;0.78187;0.8804
;;3;"Disc 1";4;1326.7763;67.82022;70.66311;255;6;255;169.73216;231.31164;169.16292;232.16721;162.02788;145.9987;203.3999;48.66623;56.46531;64.28222;26.27949;124.16656;0.63508;63.34079;89982.25465;36;1.59484;1.33094;100;924593;3;155.04563;203.3999;116.94365;28.46994;2.4461;0.40881;0.89315
;;3;"Disc 1";5;1381.76263;67.72764;71.45934;255;6;255;193.73302;224.76119;193.96847;225.734;163.4082;168.46004;197.78456;45.23464;56.15335;59.27029;29.68291;117.69705;0.65027;63.75123;93583.51851;36;1.69762;1.59986;100;961597;3;168.46004;208.70327;135.19825;32.63582;1.99678;0.50081;0.95777
;;3;"Disc 1";6;1164.5423;71.51437;67.33623;255;6;255;143.13946;230.85424;144.10118;230.35576;143.17809;125.09718;203.3999;37.74753;52.72175;59.45543;24.9387;118.41513;0.71386;57.96303;83281.51368;44;1.67994;1.7442;100;855741;3;127.90484;204.64775;126.68487;24.51883;2.38406;0.41945;0.9664
;;3;"Disc 1";7;2979.18844;62.62417;66.91696;255;5;255;171.55985;129.47827;169.42352;128.17294;237.57257;141.00729;86.41376;66.76009;90.15732;84.25883;45.01867;120.27401;0.66331;94.22368;186569.1945;35;1.91867;2.57428;100;1917051;3;157.54133;86.72572;107.53509;47.32185;1.87164;0.53429;0.90087
;;3;"Disc 1";8;5044.04671;255;0;255;255;255;205.62283;87.60636;205.62283;87.60636;272.41443;165.96433;47.73034;76.11898;88.28554;96.52523;66.53472;120.3396;0.85414;102.81205;1286231.91;255;"NaN";"NaN";100;13216395;2;168.46004;48.04231;122.48453;67.77914;1.45075;0.6893;0.98073
;;3;"Disc 1";9;1461.95508;17.96485;33.19244;5;2;206;232.50292;158.13604;227.49284;155.60484;159.93266;208.39131;134.1441;54.90549;44.29875;49.53163;37.58041;159.86761;0.71824;55.98063;26263.80591;6;2.66315;5.90562;100;269868;2;208.39131;153.79778;168.75269;41.54386;1.31802;0.75872;0.90298
;;3;"Disc 1";10;1717.61717;54.11683;57.81126;255;4;255;128.99686;69.28472;131.9041;72.19497;191.88694;97.33247;37.74753;63.95242;62.39261;85.34378;25.62504;133.93551;0.5862;81.08399;92952.00297;32;2.23566;4.43888;100;955108;3;97.33247;40.55519;140.30733;25.61997;3.33048;0.30026;0.92338
;;3;"Disc 1";11;1481.6139;66.2946;67.94488;255;4;255;174.17842;276.80615;173.44261;277.3975;160.9445;148.4944;251.44221;43.98679;55.84138;62.03341;30.41022;115.69955;0.71877;61.72928;98223.00209;37;1.70624;1.81414;100;1009269;3;148.80637;254.8738;128.4337;31.55995;2.03989;0.49022;0.91036
;;3;"Disc 1";12;1111.79435;60.52661;58.57096;20;4;255;68.67747;223.60188;69.05003;222.75224;150.36476;50.22605;192.16923;34.6279;59.8969;59.38234;23.83841;118.54145;0.61793;66.96677;67293.14398;38;1.96662;3.24474;100;691456;3;50.22605;192.16923;116.56505;25.80084;2.49104;0.40144;0.96012
;;3;"Disc 1";13;1067.80529;63.70188;63.77855;255;6;255;227.19655;264.64329;227.2375;264.65385;148.90938;212.44683;239.89957;28.38864;59.58494;56.05367;24.25482;86.39917;0.60514;60.2218;68021.20189;37;1.75826;2.1717;100;698937;3;227.10909;299.48451;81.66002;28.38864;2.31103;0.43271;0.93327
;;3;"Disc 1";14;1379.71889;55.06934;55.34832;20;4;255;248.18085;277.27567;249.46434;278.05755;156.32384;232.41246;248.63454;32.13219;58.64905;62.27124;28.21066;78.49808;0.7095;59.669;75980.20522;34;2.19399;4.3963;100;780718;3;233.97228;304.47592;68.53235;26.77279;2.20737;0.45303;0.95959
;;3;"Disc 1";15;1389.0617;77.21054;73.08951;255;7;255;120.72343;249.17594;121.97345;249.81143;148.04891;100.4521;226.1732;41.17912;45.85857;47.72619;37.05739;112.32089;0.79638;51.25696;107250.2;45;1.49842;0.90317;100;1102026;3;102.9478;226.1732;121.56181;37.20564;1.2879;0.77646;0.94227
;;3;"Disc 1";16;2022.81562;49.7846;56.08118;16;4;255;276.23462;114.73764;275.87536;113.02187;182.09502;251.13024;86.41376;55.84138;60.20887;69.17127;37.23408;48.15086;0.7666;70.9913;100705.0752;28;2.36046;5.02929;100;1034773;3;252.69006;140.38337;40.9017;41.0073;1.85774;0.53829;0.9622
;;3;"Disc 2";1;1656.49859;94.6727;34.79386;85;22;255;121.35764;141.90763;121.82136;141.9625;185.19454;79.86251;122.28947;80.48644;35.25181;74.12578;28.45325;9.26263;0.60694;81.02873;156825.1915;88;1.70703;4.2755;100;1611424;1;79.86251;148.49436;6.63251;30.72338;2.60518;0.38385;0.94679
;;3;"Disc 2";2;2284.21822;15.29428;32.94213;7;1;255;214.33651;232.60872;211.38881;229.56468;207.65564;167.21213;213.38265;85.47784;35.56377;83.23801;34.94025;8.25436;0.66567;87.00355;34935.46865;7;4.32123;18.73979;100;358972;2;167.21213;244.89091;10.74586;34.78674;2.3823;0.41976;0.97666
;;3;"Disc 2";3;881.33783;32.14874;57.50067;7;2;255;211.47639;205.14719;211.24836;202.97457;143.5677;176.57102;193.72898;62.08062;20.90152;58.78975;19.08758;11.33659;0.53733;64.32567;28333.90183;8;2.21063;3.45446;100;291139;2;176.57102;212.1348;15.18201;20.54449;3.08;0.32468;0.96928
;;3;"Disc 2";4;1955.76028;16.14391;35.98753;5;1;255;88.97041;119.24811;96.45762;121.93092;211.36019;43.98677;92.34103;88.59747;45.23463;71.66948;34.74493;3.29945;0.55015;88.67653;31573.61639;6;4.23515;20.45029;100;324428;2;43.98677;117.92199;177.58049;42.63227;2.06273;0.48479;0.84904
;;3;"Disc 2";5;1863.59741;16.49674;33.11393;6;1;233;103.6928;175.28269;105.73198;177.06272;261.05209;38.6834;160.97288;118.85788;30.57237;103.28022;22.97445;168.86315;0.34364;121.44978;30743.2747;7;3.55061;11.81124;100;315896;2;38.6834;162.53269;168.14166;30.57237;4.49544;0.22245;0.82794
;;3;"Disc 2";6;1540.39479;255;0;255;255;255;207.99236;123.31029;207.99236;123.31029;196.4479;163.46858;110.12292;85.47784;27.14078;89.65249;21.8766;172.35394;0.50159;86.4295;392800.6709;255;"NaN";"NaN";100;4036140;2;163.46858;116.05021;171.48969;24.13378;4.0981;0.24402;0.88161
;;3;"Disc 2";7;2163.3457;255;0;255;255;255;125.35609;219.2756;125.35609;219.2756;209.43895;87.97355;201.52806;87.97355;38.6834;81.7326;33.70084;8.84355;0.61976;88.94391;551653.1535;255;"NaN";"NaN";100;5668395;3;87.97355;222.11761;8.47114;38.6834;2.42524;0.41233;0.94133
;;3;"Disc 2";8;1215.63503;255;0;255;255;255;216.01211;174.29281;216.01211;174.29281;197.34138;170.0198;155.98147;87.34962;32.75611;74.06434;20.89797;19.93728;0.39226;91.94496;309986.9333;255;"NaN";"NaN";100;3185205;3;170.0198;187.48972;18.8038;23.49379;3.54409;0.28216;0.87678
;;3;"Disc 2";9;1464.58183;255;0;255;255;255;162.59358;231.39921;162.59358;231.39921;206.96667;124.16125;212.44676;85.47784;37.74752;74.53205;25.01962;23.22003;0.42966;89.77814;373468.366;255;"NaN";"NaN";100;3837495;3;124.16125;242.08324;17.80535;31.28615;2.97894;0.33569;0.81715
;;3;"Disc 2";10;1221.37696;255;0;255;255;255;52.31099;134.55817;52.31099;134.55817;193.61238;22.77329;117.61003;62.70455;31.50826;65.99012;23.56573;161.25406;0.40944;65.80052;311451.1258;255;"NaN";"NaN";100;3200250;3;23.08526;122.60143;161.47915;25.1478;2.80026;0.35711;0.92853
;;3;"Disc 2";11;971.35964;255;0;255;255;255;70.59262;191.42264;70.59262;191.42264;135.90025;40.55518;178.75476;55.84137;23.39722;53.62359;23.06398;178.782;0.66092;56.12299;247696.7081;255;"NaN";"NaN";100;2545155;3;40.55518;192.16917;174.25772;23.39722;2.32499;0.43011;0.96631
;;3;"Disc 2";12;1355.48513;255;0;255;255;255;174.75954;197.19473;174.75954;197.19473;192.13842;131.64836;186.55384;88.28551;21.21348;83.97017;20.55322;5.59871;0.4614;89.20722;345648.7076;255;"NaN";"NaN";100;3551640;3;131.64836;202.46395;8.24345;21.12301;4.0855;0.24477;0.96434
;;3;"Disc 2";13;717.5468;255;0;255;255;255;144.71951;116.10113;144.71951;116.10113;111.37883;126.34499;98.89225;41.17911;30.2604;40.60736;22.49861;157.01291;0.72687;41.20982;182974.4343;255;"NaN";"NaN";100;1880115;0;129.77658;103.88366;156.34579;22.29256;1.80488;0.55405;0.94477
;;3;"Disc 2";13;717.5468;255;0;255;255;255;144.71951;116.10113;144.71951;116.10113;111.37883;126.34499;98.89225;41.17911;30.2604;40.60736;22.49861;157.01291;0.72687;41.20982;182974.4343;255;"NaN";"NaN";100;1880115;0;129.77658;103.88366;156.34579;22.29256;1.80488;0.55405;0.94477
;;3;"Disc 2";14;540.22817;255;0;255;255;255;168.55758;134.8381;168.55758;134.8381;116.05395;145.37473;121.35358;44.29874;27.14078;33.47361;20.54872;172.5284;0.50404;44.36898;137758.1832;255;"NaN";"NaN";100;1415505;0;145.37473;131.3364;176.77548;24.64646;1.62899;0.61388;0.74261
;;3;"Disc 2";15;1542.82781;255;0;255;255;255;35.94336;240.44545;35.94336;240.44545;170.7168;2.80767;222.74154;65.20025;40.86714;59.03114;33.27717;13.77751;0.66523;67.26401;393421.0915;255;"NaN";"NaN";100;4042515;0;2.80767;242.70716;14.22959;38.57789;1.77392;0.56372;0.94509
;;3;"Disc 2";16;2906.29325;255;0;255;255;255;70.73878;81.01172;70.73878;81.01172;287.62629;8.73496;57.71314;120.41769;53.34566;105.51444;35.07015;22.66343;0.44146;131.32862;741104.7786;255;"NaN";"NaN";100;7615065;0;8.73496;110.43488;23.52027;44.48101;3.00867;0.33237;0.8447
;;3;"Disc 2";17;1570.85622;255;0;255;255;255;55.68716;41.98333;55.68716;41.98333;166.93152;21.83741;23.70918;69.56773;34.00396;66.51123;30.07126;14.91572;0.70839;72.04183;400568.3364;255;"NaN";"NaN";100;4115955;0;21.83741;52.40977;15.05927;33.35748;2.21179;0.45212;0.97387
;;3;"Disc 2";18;1353.73335;255;0;255;255;255;271.5331;128.76987;271.5331;128.76987;158.0282;243.64305;106.37936;62.08062;40.24322;62.98223;27.36687;153.85238;0.6812;65.40591;345202.0048;255;"NaN";"NaN";100;3547050;0;243.64305;116.67414;161.65147;27.88108;2.3014;0.43452;0.95974
;;3;"Disc 2";19;794.13833;255;0;255;255;255;175.04267;59.33631;175.04267;59.33631;121.74336;153.48576;43.98677;41.80303;31.19629;39.93795;25.31748;165.92288;0.67331;44.56814;202505.2739;255;"NaN";"NaN";100;2080800;0;154.10969;51.16192;156.48544;29.03729;1.57748;0.63392;0.87511
;;3;"Disc 2";20;1025.37272;255;0;255;255;255;221.04336;65.29142;221.04336;65.29142;150.43052;193.41702;46.79444;57.40118;38.37144;65.25598;20.00652;149.40657;0.5694;67.42587;261470.0448;255;"NaN";"NaN";100;2686680;0;193.72898;49.29014;147.85412;21.1143;3.26174;0.30659;0.94962
;;3;"Disc 2";21;2196.53212;255;0;255;255;255;205.95026;285.37967;205.95026;285.37967;206.56103;168.45999;260.80101;70.50362;47.41837;74.16298;37.71034;18.0295;0.64692;82.11028;560115.69;255;"NaN";"NaN";100;5755350;0;169.08391;306.97153;33.69007;40.11559;1.96665;0.50848;0.88844
;;3;"Disc 2";22;1.45981;138.33333;90.50072;255;25;255;235.54242;269.79595;235.73866;268.61866;21.60707;234.90809;263.92064;1.55981;10.60674;6.55938;0.28336;80.79459;0.03929;10.72082;201.94081;99;0.39936;-1.53298;100;2075;0;234.90809;274.52738;81.63411;0.61348;23.14823;0.0432;0.36145
;;3;"Disc 2";23;1614.94258;255;0;255;255;255;258.40412;276.62606;258.40412;276.62606;169.55108;232.72435;257.68139;58.02511;41.80303;56.24671;36.55696;27.68566;0.70594;64.08314;411810.3571;255;"NaN";"NaN";100;4231470;0;238.96361;296.05283;36.08889;39.90384;1.5386;0.64994;0.94599
;;3;"Disc 2";24;1564.62769;255;0;255;255;255;86.82894;274.90329;86.82894;274.90329;180.3401;45.54659;258.61727;72.3754;32.13218;69.23424;28.774;2.49553;0.60456;73.44326;398980.0598;255;"NaN";"NaN";100;4099635;0;45.54659;271.09579;9.78241;29.76888;2.40614;0.4156;0.94029
;;3;"Disc4";1;2425.23617;74.13515;25.52628;67;14;255;58.33278;203.49036;58.98128;203.38758;228.38323;29.32452;163.46858;51.78585;75.49503;73.66221;41.91982;108.74344;0.5843;89.20722;179795.2534;71;1.4356;4.53906;100;1847448;1;29.32452;163.46858;123.30106;44.06002;1.75722;0.56908;0.85054
;;3;"Disc4";2;1375.82519;86.98005;37.31934;77;22;255;88.89802;213.6624;88.59906;213.30475;158.6829;68.00792;189.67347;49.91407;50.22603;46.01144;38.07216;147.00347;0.68661;53.49232;119669.3471;79;2.18398;6.76233;100;1229637;1;72.3754;189.67347;110.12585;41.2243;1.20853;0.82745;0.8804
;;3;"Disc4";3;841.24163;88.33318;31.47364;74;18;255;155.39129;165.74157;155.39586;165.49899;137.43195;135.70388;144.7508;40.55518;40.86714;39.02702;27.44514;139.66184;0.5597;48.45478;74309.5477;84;1.42226;4.04598;100;763552;1;135.70388;147.24651;146.82149;36.18075;1.422;0.70323;0.80619
;;3;"Disc4";4;864.20936;93.81351;31.77408;84;17;255;140.73481;209.84292;140.87352;209.61835;137.50585;121.97751;186.24187;37.43555;45.85855;42.44804;25.92217;125.7764;0.57436;55.74019;81074.51627;90;0.95187;2.22775;100;833064;1;127.28088;186.55384;125.20218;31.37439;1.63752;0.61068;0.84338
;;3;"Disc4";5;2012.01174;81.61144;32.91813;71;20;255;181.95539;226.4821;182.63737;226.72779;187.96039;151.61399;194.97684;62.70455;57.40118;72.82823;35.17555;139.00703;0.71566;76.43092;164203.1842;76;1.95565;6.37871;100;1687235;1;151.92595;202.46395;143.1301;36.77294;2.07042;0.48299;0.94157
;;3;"Disc4";6;518.03901;99.00395;45.59682;73;27;255;195.64891;178.95851;195.61887;178.79957;100.96933;177.81887;165.34036;29.32452;32.75611;33.43807;19.72565;134.41372;0.63855;37.27141;51287.90576;87;1.4751;2.15734;100;526998;1;185.61795;165.34036;118.49564;21.75767;1.69516;0.58992;0.85489
